湯婆婆,これ以上、ごくつぶしを増やしてどうしろっていうんだい！
湯婆婆,それとも一番つらーいきつーい仕事を死ぬまでやらせてやろうか？
千尋,ハッ！
坊,アダー！
湯婆婆,ああ、やめなさい！どうしたの？
湯婆婆,今すぐ行くから、いい子でいなさいね。
湯婆婆,まだいたのかい？！さっさと出て行きな！
千尋,ここで働きたいんです！
湯婆婆,大きな声を出すんじゃないよぉ！
湯婆婆,ああ、ちょっと待ちなさい。ねっ？ねっ？
湯婆婆,いい子だから。ほらほら。
千尋,働かせてください！！
湯婆婆,分かったから静かにしておくれ！
湯婆婆,ああ、よしよしー…。
湯婆婆,契約書だよ。
湯婆婆,そこに名前を書きな。
湯婆婆,働かせてやる。
湯婆婆,その代わり、イヤだとか帰りたいとか言ったら、すぐ子豚にしてやるからね。
千尋,あの、名前ってここですか？
湯婆婆,そうだよ。もうグズグズしないでさっさと書きな。
湯婆婆,まったく。
湯婆婆,つまらない誓いを立てちまったもんだよ。働きたい者には仕事をやるだなんて。
湯婆婆,ハっ！
湯婆婆,書いたかい？
千尋,はい。
千尋,あっ…。
湯婆婆,フンっ。千尋というのかい。
千尋,はい。
湯婆婆,ぜいたくな名だね。
湯婆婆,今からお前の名前は千だ。
湯婆婆,いいかい？千だよ。
湯婆婆,分かったら返事をするんだ！千！
千尋,は…はい！
ハク,お呼びですか？
湯婆婆,今日からその子が働くよ。世話をしな。
ハク,はい。
ハク,名は何という？
千尋,えっ？
千尋,ち…あっ…千です。
ハク,では、千。来なさい。
千尋,ハク…あのう…。
ハク,むだ口をきくな。
ハク,私のことはハク様と呼べ。
父役,いくら湯バーバ様のおっしゃりでもそれは…。
兄役,人間は困ります。
ハク,すでに契約されたのだ。
父役,なんと…。
千尋,よろしくお願いします。
湯女１,私らのとこにはよこさないどくれ。
湯女２,人くさくてかなわんわ。
ハク,ここのものを３日も食べれば、においは消えよう。
ハク,それで使いものにならなければ、焼こうが煮ようが好きにするがいい。
ハク,仕事に戻れ！リンはどこだ？
リン,えーっ？！あたいに押しつけんのかよ！
ハク,手下を欲しがっていたな。
父役,そうそう。リンが適役だぞ。
リン,えーっ…。
ハク,千、行け。
千尋,はい。
リン,やってらんねえよ！
リン,埋め合わせはしてもらうからね。
父役,はよ、行け！
リン,フンっ！
リン,来いよ。
リン,お前、うまくやったなぁ！
千尋,えっ？
リン,お前トロいからさ、心配してたんだ。
リン,油断するなよ。分からないことはオレに聞け。なっ？
千尋,うん…。
リン,ん？どうした？
千尋,足がフラフラするの…。
リン,ここがオレ達の部屋だよ。
リン,食って寝りゃ元気になるさ。
リン,腹かけ。自分で洗うんだよ。
リン,はかま。
リン,チビだからなぁ。
リン,でかいな？
千尋,リンさん、あの…。
リン,何？
千尋,ここにハクっていう人、２人いるの？
リン,２人？！
リン,あんなの２人もいたら、たまんないよ。
リン,ダメか。
リン,あいつは湯バーバの手先だから気をつけな。
千尋,ウっ…ウーっ…。
リン,おかしいなぁ。
リン,あー！あった、あった。
リン,ん？
リン,おい、どうしたんだよ？しっかりしろよ。
湯女３,うるさいな。何だよ？リン。
リン,気持悪いんだって。新入りだよ。
千尋,ハっ！
ハク,橋の所へおいで。
ハク,お父さんとお母さんに会わせてあげる。
千尋,あっ！
千尋,靴がない。
千尋,ん？ああ…。
千尋,ありがとう。
千尋,あっ…。
ハク,おいで。
千尋,あっ！
千尋,お父さん、お母さん！私よ！
千尋,せ…千よ。
千尋,お母さん！お父さん！
千尋,病気かな？ケガしてる？
ハク,いや。お腹がいっぱいで寝ているんだよ。
ハク,人間だったことは、今は忘れている。
千尋,お父さん、お母さん！きっと助けてあげるから！
千尋,あんまり太っちゃダメだよ！食べられちゃうからね！
ハク,これは隠しておきな。
千尋,あっ！　
千尋,捨てられたかと思ってた。
ハク,帰る時にいるだろ。
千尋,これ、お別れにもらったカード。
千尋,「ちひろ」？
千尋,ちひろって…私の名だわ！
ハク,湯バーバは相手の名を奪って支配するんだ。
ハク,いつもは千でいて、本当の名前はしっかり隠しておくんだよ。
千尋,私、もう取られかけてた。千になりかけてたもん。
ハク,名を奪われると、帰り道が分からなくなるんだよ。
ハク,私はどうしても思い出せないんだ。
千尋,ハクの本当の名前？
ハク,でも、不思議だね？千尋のことは覚えていた。
ハク,お食べ。ごはんを食べてなかったろう？
千尋,食べたくない。
ハク,千尋の元気が出るようにまじないをかけて作ったんだ。お食べ。
ハク,つらかったろう？さっ、お食べ。
ハク,１人で戻れるね？
千尋,うん。ハクありがとう。私、頑張るね。
ハク,うん。
千尋,ああっ！
千尋,ああっ…。
リン,どこへ行ってたんだよ？心配してたんだぞ。
千尋,ごめんなさい。
湯女１,邪魔だねぇ。
千尋,うわっ！
リン,千！もっと力入んないの？
兄役,リンと千、今日から大湯番だ。
リン,えーっ？！あれはカエルの仕事だろ！
兄役,上役の命令だ。骨身を惜しむなよ。
千尋,あのう…そこぬれませんか？
リン,千！早くしろよ！
千尋,はーい！
千尋,ここ、開けときますね。
湯女２,リン、大湯だって？
リン,ほっとけ。
リン,ひでぇ…。ずーっと洗ってないぞ、これ。
千尋,わっ！
リン,この風呂はさ、汚れたお客専門なんだよ。
リン,こびりついてて取れやしない。
兄役,リン、千。一番客が来ちまうぞ。
リン,はーい！今すぐ！
リン,チェっ！見えすいたイビリしやがって。
リン,一回薬湯入れなきゃダメだ。千、番台へ行って札もらって来な。
千尋,札？
千尋,うわっ！
リン,薬湯の札だよ。
千尋,はーい。
千尋,リンさん、番台って何？
湯婆婆,ん…何だろうね。何か来たね。
湯婆婆,雨にまぎれてろくでもないものがまぎれこんだかな。
番台蛙,そんなもったいないことができるか！
番台蛙,おはようございます！
番台蛙,よくお休みになられましたか？
湯女,春日様。
番台蛙,はい、硫黄の上。
番台蛙,いつまでいたって同じだ。戻れ、戻れ！
番台蛙,手でこすればいいんだ！
番台蛙,おはようございます！
番台蛙,手を使え、手を。
千尋,でも…あの…薬湯じゃないとダメだそうです。
番台蛙,分からんヤツだなぁ。
番台蛙,あっ、よもぎ湯ですね？どうぞ、ごゆっくり。
千尋,あっ！
番台蛙,はい、番台です。
番台蛙,あっ、はい！
番台蛙,うわっ！
千尋,あっ！
千尋,ありがとうございます！
番台蛙,あっ、違う！
番台蛙,こら！待て！おい！
湯婆婆,どうしたんだい？
番台蛙,いえ、何でもありません。
湯婆婆,何か入り込んでるよ。
番台蛙,人間ですか？
湯婆婆,それを調べるんだ。今日はハクがいないからね。
リン,ヘぇー…ずいぶんいいのくれたじゃん。
リン,これがさ、カマジイのとこへ行くんだ。
リン,込んでないからすぐ来るよ、きっと。
リン,これを引けば、お湯が出る。やってみな。
千尋,わっ！
リン,千って、ホントドジなぁ。
千尋,わー、すごい色。
リン,こいつにはさ、ミミズの干物が入ってんだ。
リン,こんだけ濁ってりゃ、こすらなくても同じだな。
リン,いっぱいになったら、もう一回引きな。止まるから。
リン,もう離して大丈夫だよ。
リン,オレ、朝飯取ってくんな。
千尋,はーい。
千尋,あっ…。
千尋,うわっ！
千尋,痛い…。
千尋,あのう…お風呂まだなんです。
千尋,えっ？こんなにたくさん…。
顔無し,ウ…ウ…。
千尋,えっ？私にくれるの？
顔無し,ア…ア…。
千尋,あの…それ、そんなにいらない。
顔無し,ア…。
千尋,ダメよ！１つでいいの。
顔無し,ア…。
千尋,えっ？
千尋,あっ！
千尋,わあっ！
父役,奥様！
湯婆婆,クサレ神だって？
父役,それも特大のオクサレ様です。
蛙男,真っすぐ橋へ向かって来ます。
青蛙、,お帰りください。お引きとりください。
青蛙、,どうぞお帰りください！お帰りください！
青蛙、,お帰りください！お引きとりください！
青蛙,ク…サ…イ…。
湯婆婆,うーん、おかしいね。クサレ神の気配なんかじゃなかったんだが。
湯婆婆,来ちまったものは仕方がない。お迎えしな！
湯婆婆,こうなったら、できるだけ早く引きとってもらうしかないよ。
兄役,リンと千！湯バーバ様がお呼びだ。
千尋,あっ、はい！
湯婆婆,いいかい？お前の初仕事だ。
湯婆婆,これから来るお客を大湯で世話するんだよ。
千尋,あ…あのう…。
湯婆婆,四の五の言うと石炭にしちまうよ。分かったね！
父役,みえました。
千尋,うっ！
湯婆婆,おやめ！お客さんに失礼だよ！
湯婆婆,ヨク・オコヒ・クダサヒマヒタ…。
湯婆婆,アっ…オカネ…。
湯婆婆,セン！ハヤク・オウケトリナ。
千尋,ハ…ハイ。
千尋,うーっ！
湯婆婆,ナニ・ヒテルンダイ？！ハヤク・ゴアンナイヒナ！
千尋,ド…ドウゾ。
リン,セーン！
リン,うっ！ひでぇ…。
リン,飯が！
湯婆婆,窓をお開け！全部だよ！
千尋,あーっ！
千尋,えっ？ちょっと待って！
湯婆婆,ホホホホホ。汚いね。
父役,笑いごとではありません。
湯婆婆,あの子どうするかね。
湯婆婆,ほう、足し湯をする気だよ。
父役,ああ！汚い手で壁に触りおって！
湯婆婆,ん？千に新しい札あげたのかい？
父役,まさか！そんなもったいない。
千尋,うっ！
千尋,うわっ！
父役,あぁ！あんな高価な薬湯を！
千尋,あっ！
リン,セーン！セン、どこだ？！
千尋,リンさん！
リン,大丈夫か？！
リン,カマジイにありったけのお湯出すように頼んで来た！
リン,最高の薬湯をおごってくれるって！
千尋,ありがとう！
千尋,あの、ここにトゲみたいのが刺さってるの！
リン,トゲ？！
千尋,深くて取れないの！
湯婆婆,トゲ？トゲだって？
湯婆婆,うーん…下に人数を集めな！
父役,ヘッ？
湯婆婆,急ぎな！
湯婆婆,千とリン！そのお方はオクサレ神ではないぞ！
湯婆婆,このロープをお使い！
千尋,はい！
リン,よっと。
リン,しっかり持ってろ！
千尋,はい！
湯婆婆,グズグズするんじゃないよ！女も力を合わせるんだ！
千尋,結びました！
湯婆婆,んー！湯屋一同、心をそろえて！
湯婆婆,引けやー！そーれっ！
一同,そーれっ！
一同,そーれっ！
一同,そーれっ！
一同,そーれっ！
千尋,あっ！
一同,そーれっ！
一同,そーれっ！
千尋,自転車？
湯婆婆,やはり！さあ、引くんだよ！
一同,そーれっ！
一同,そーれっ！
河の神,あー…。
千尋,うわっ！
リン,セーン！大丈夫か？！
河の神,よきかな…。
千尋,あっ…。
湯婆婆,んー？
蛙男,砂金だ！
父役,こらー！会社のものだ！勝手に取るな！
湯婆婆,静かにおし！お客様がまだおいでなんだよ！
湯婆婆,千、お客様の邪魔だ。そこを下りな。
湯婆婆,大戸を開けな！お帰りだ！
河の神,アッハハハハ…。
湯婆婆,千！よくやったね！大儲けだよ！
湯婆婆,ありゃあ名のある川の主だよ。
湯婆婆,みんなも千を見習いな！
湯婆婆,今日は１本つけるからね。
湯婆婆,さあ、拾った砂金を全部出しな！
リン,食う？かっぱらって来た。
千尋,ありがとう。
リン,フー…やれやれ。
千尋,ハクいなかったね。
リン,またハクかよ。
リン,あいつ時々いなくなるんだよ。
リン,うわさじゃさ、湯バーバにやばいことやらされてんだって。
千尋,そう…。
湯女,リン、消すよ。
リン,ああ。
千尋,町がある。海みたい…。
リン,当たり前じゃん。雨が降りゃ海ぐらいできるよ。
リン,オレ、いつかあの町に行くんだ。こんなとこ絶対にやめてやる。
千尋,うっ！ウエーっ！
リン,ん？どうしたん？
青蛙,砂金だ！
青蛙,あっ！
青蛙,お主、何者だ？客人ではないな。そこに入ってはいけないのだぞ！
青蛙,おっ！
青蛙,金だ！金だ！
青蛙,こ…これ、わしにくれるのか？
顔無し,ア…ア…ア…。
青蛙,き…金を出せるのか？
顔無し,ア…ア…。
青蛙,くれ！
兄役,誰ぞ？そこにおるのか？
兄役,消灯時間はとうに過ぎたぞ。
顔無し(青蛙),兄役殿、オレは腹がへった。腹ペコだ。
兄役,そ…その声は？！
顔無し(青蛙),前金だ。受け取れ。
顔無し(青蛙),わしは客だぞ。風呂にも入るぞ！みんな起こせー！
千尋,お父さん、お母さん。河の神様からもらったおダンゴだよ。
千尋,これを食べれば、人間に戻れるよ、きっと。
千尋,お父さん、お母さん、どこ？
千尋,お父さーん！
千尋,ハっ！
千尋,フー…やな夢。
千尋,リン？
千尋,誰もいない。
千尋,あっ、本当に海になってる！
千尋,ここからお父さん達のとこ見えるんだ。
千尋,カマジイがもう火をたいてる。そんなに寝ちゃったのかな。
兄役,お客様がお待ちだぞ！もっと早くできんのか？！そこ！
父役,余りものでも何でもいい！どんどんお出ししろ。
リン,セーン！
千尋,リンさん。
リン,今起こしに行こうと思ったんだ。見な！
リン,本物の金だ！もらったんだ。
リン,すげぇ気前のいい客が来たんだ。
顔無し(青蛙),オレは腹ペコだ！全部持って来い！
千尋,そのお客さんて…。
リン,千も来い。湯バーバまだ寝てるからチャンスだぞ。
千尋,私、カマジイのとこ行かなきゃ。
リン,今カマジイのとこ行かないほうがいいぞ！
リン,たたき起こされてものすごく不機嫌だから！
湯女,リン、もう一回行こう。
リン,ああ！
千尋,お父さんとお母さん分からなかったらどうしよう？
千尋,お父さんあんまり太ってたらやだなぁ。
千尋,ん？あっ！
千尋,橋のとこで見た竜だ！こっちへ来る！
千尋,何だろう？鳥じゃない。
千尋,うわっ！
千尋,ハク！しっかり！こっちよ！
千尋,ハク？
千尋,ハクー！
千尋,ヒャー！
千尋,うわぁ！あー！あー！
千尋,あっ…ただの紙だ。
千尋,ハクね？ハクでしょ？
千尋,ケガしてるの？あの紙のトリは行ってしまったよ。
千尋,もう大丈夫だよ。
千尋,うわっ！
千尋,湯バーバのとこへ行くんだ…。
千尋,どうしよう？ハクが死んじゃう！
兄役,♪ そーれ！さぁてもこの世にきわまれる、お大尽様のおなりだよ！それー！
一同,いらっしゃいませー！
兄役,♪ それ！おねだり、あっ、おねだり！それっ！
一同,お大尽様！お大尽様！
湯女１,来るよ！
蛙男１,今度こそもらわなきゃ。
湯女２,いくらでも手からわくんだって！
蛙男２,お大尽様！こちらへもひとまき！
蛙男３,こらっ、何をする？
千尋,上へ行くんです。
蛙男３,ダメだ、ダメだ。ん？
蛙男３,あっ！血だ！
兄役,どけどけ。お客様のお通りだ。
千尋,あの時はありがとうございます。
兄役,何をしてる？はよ…。
兄役,うっ！
千尋,あっ…。
顔無し,ア…ア…ア…。
顔無し,ア…ア…ア…。
顔無し,エ…エ…。
千尋,欲しくない。いらない。
顔無し,エ…エ…。
千尋,私、忙しいので失礼します。
兄役,ええい！静まれ！静まらんか！
兄役,下がれ、下がれ！
兄役,これはとんだご無礼をいたしました。
兄役,何ぶん新米の人間の小娘でございまして…。
顔無し(青蛙),お前、なぜ笑う？
兄役,えっ？
顔無し(青蛙),笑ったな。
兄役,めっそうもない！
湯女３,あーっ！
一同,食ったー！！
千尋,わっ！
千尋,湯バーバ！
千尋,ああっ！
湯婆婆,まったく何てことだろうね！
千尋,あっ！
湯婆婆,そいつの正体はカオナシだよ。
湯婆婆,そう！カオナシ！
湯婆婆,欲にかられてとんでもない客を引き入れたもんだよ！
湯婆婆,私が行くまで余計なことをすんじゃないよ。
湯婆婆,あーあ、敷物を汚しちまって。
湯婆婆,お前達、ハクを片付けな。
千尋,えっ？
湯婆婆,もうその子は使いものにならないよ。
千尋,あっ！
湯婆婆,バア。
